age,month_application,date_application,employment_status,gender,loan_purpose,loan_amount_range,loan_amount
64,May,28/05/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",1000
64,July,30/07/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",1000
64,July,09/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
64,September,16/09/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2500
64,December,11/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
64,March,29/03/2019,HOMEMAKER,FEMALE,Personal,"1,001 - 5,000",2500
64,November,06/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
64,December,31/12/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8500
64,July,15/07/2019,FULL TIME,Male,Agri,"5,001 - 10,000",7500
64,February,01/02/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
64,December,11/12/2019,RETIRED,FEMALE,Personal,"5,001 - 10,000",6500
64,July,19/07/2019,PART TIME,Male,Car,"10,001 - 15,000",12500
65,November,05/11/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
65,March,21/03/2019,RETIRED,Male,Car,"1,001 - 5,000",1900
65,April,16/04/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",800
65,November,04/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",1000
65,July,12/07/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
65,March,19/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1800
65,July,25/07/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
65,March,27/03/2019,RETIRED,Male,Personal,"1,001 - 5,000",5000
65,December,18/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",800
65,May,02/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
65,June,08/06/2019,PART TIME,FEMALE,Home,"5,001 - 10,000",10000
65,June,26/06/2019,RETIRED,FEMALE,Home,"0 - 1,000",700
65,August,14/08/2019,RETIRED,FEMALE,Home,"0 - 1,000",700
65,November,12/11/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
65,June,24/06/2019,FULL TIME,Male,Personal,"0 - 1,000",500
65,December,12/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
65,February,21/02/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",400
65,March,27/03/2019,RETIRED,Male,Personal,"15,001 - 25,000",19156.85
65,December,11/12/2019,RETIRED,Male,Home,"1,001 - 5,000",1200
65,November,29/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",800
65,July,06/07/2019,RETIRED,Male,Car,"5,001 - 10,000",8100
65,November,11/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
65,February,19/02/2019,FULL TIME,Male,Car,"5,001 - 10,000",8000
65,March,22/03/2019,FULL TIME,Male,Car,"5,001 - 10,000",8500
65,January,10/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
65,April,04/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
65,February,27/02/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",600
65,June,28/06/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",1500
65,September,05/09/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",2500
65,November,14/11/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",3500
65,May,24/05/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
65,February,14/02/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",400
65,June,18/06/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",400
65,August,27/08/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",300
65,March,01/03/2019,RETIRED,FEMALE,Personal,"5,001 - 10,000",10000
65,April,03/04/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",3000
65,February,11/02/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
65,November,21/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2700
65,May,02/05/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",2000
65,November,15/11/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",1500
65,October,18/10/2019,HOMEMAKER,FEMALE,Personal,"1,001 - 5,000",1500
65,April,23/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
65,June,14/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
65,July,11/07/2019,HOMEMAKER,FEMALE,Home,"1,001 - 5,000",2000
65,June,15/06/2019,PART TIME,FEMALE,Personal,"10,001 - 15,000",12000
65,December,04/12/2019,PART TIME,FEMALE,Home,"5,001 - 10,000",6000
65,December,19/12/2019,SOCIAL WELFARE,Male,Car,"0 - 1,000",1000
65,September,13/09/2019,RETIRED,Male,Home,"1,001 - 5,000",2000
65,June,06/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",700
65,August,08/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
65,September,26/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",1000
66,January,15/01/2019,RETIRED,FEMALE,Home,"50,001 - 100,000",60000
66,February,05/02/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",5000
66,November,25/11/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",3500
66,August,30/08/2019,RETIRED,Male,Personal,"0 - 1,000",500
66,March,01/03/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",250
66,November,02/11/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",300
66,November,29/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",700
66,June,12/06/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",1500
66,May,24/05/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2500
66,January,31/01/2019,PART TIME,Male,Personal,"25,001 - 50,000",30000
66,July,06/07/2019,FULL TIME,Male,Car,"15,001 - 25,000",16000
66,February,21/02/2019,RETIRED,Male,Personal,"1,001 - 5,000",1500
66,September,25/09/2019,RETIRED,Male,Personal,"1,001 - 5,000",1500
66,August,16/08/2019,RETIRED,Male,Personal,"10,001 - 15,000",15000
66,April,01/04/2019,RETIRED,Male,Home,"5,001 - 10,000",7000
66,March,19/03/2019,UNEMPLOYED,Male,Home,"0 - 1,000",500
66,July,17/07/2019,UNEMPLOYED,Male,Home,"0 - 1,000",400
66,October,21/10/2019,UNEMPLOYED,Male,Car,"0 - 1,000",400
66,April,16/04/2019,FULL TIME,Male,Personal,"0 - 1,000",300
66,November,14/11/2019,FULL TIME,Male,Personal,"0 - 1,000",150
66,June,07/06/2019,FULL TIME,Male,Agri,"15,001 - 25,000",24500
66,November,12/11/2019,FULL TIME,Male,Agri,"15,001 - 25,000",25000
66,April,12/04/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",600
66,November,11/11/2019,RETIRED,Male,Personal,"1,001 - 5,000",4000
66,March,07/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6200
66,March,08/03/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
66,July,01/07/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
66,January,28/01/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",5500
66,August,19/08/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",5000
66,January,15/01/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",200
66,May,10/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",300
66,September,26/09/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",200
66,July,16/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",450
66,February,06/02/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
66,January,21/01/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",500
66,May,22/05/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",500
66,November,22/11/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",500
66,January,18/01/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",5000
66,May,23/05/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",1500
66,August,01/08/2019,RETIRED,FEMALE,Home,"0 - 1,000",300
66,November,30/11/2019,RETIRED,FEMALE,Home,"0 - 1,000",400
66,December,02/12/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
66,October,25/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2050
66,November,26/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
66,August,23/08/2019,RETIRED,FEMALE,Home,"0 - 1,000",500
66,February,19/02/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",3000
66,June,25/06/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",3000
66,November,01/11/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
66,April,08/04/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2500
67,September,02/09/2019,UNEMPLOYED,Male,Home,"0 - 1,000",200
67,July,01/07/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",300
67,November,14/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
67,March,30/03/2019,RETIRED,FEMALE,Home,"5,001 - 10,000",5280
67,December,13/12/2019,RETIRED,FEMALE,Personal,"0 - 1,000",900
67,October,25/10/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
67,November,22/11/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",3000
67,November,26/11/2019,RETIRED,FEMALE,Car,"5,001 - 10,000",9000
67,April,03/04/2019,PART TIME,Male,Personal,"1,001 - 5,000",1500
67,November,07/11/2019,RETIRED,Male,Home,"1,001 - 5,000",5000
67,April,04/04/2019,RETIRED,Male,Agri,"15,001 - 25,000",20000
67,December,11/12/2019,RETIRED,Male,Personal,"10,001 - 15,000",15000
67,January,26/01/2019,RETIRED,Male,Personal,"1,001 - 5,000",2500
67,February,25/02/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2000
67,March,01/03/2019,FULL TIME,Male,Car,"1,001 - 5,000",2000
67,February,13/02/2019,RETIRED,Male,Home,"1,001 - 5,000",1200
67,May,28/05/2019,RETIRED,Male,Personal,"1,001 - 5,000",1100
67,June,18/06/2019,RETIRED,Male,Home,"1,001 - 5,000",2300
67,August,16/08/2019,RETIRED,Male,Home,"0 - 1,000",1000
67,February,18/02/2019,RETIRED,FEMALE,Home,"10,001 - 15,000",12000
67,February,09/02/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2330
67,April,04/04/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",3000
67,July,13/07/2019,PART TIME,FEMALE,Personal,"0 - 1,000",950
67,March,25/03/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
67,September,09/09/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
67,February,25/02/2019,RETIRED,FEMALE,Home,"5,001 - 10,000",10000
67,March,08/03/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
67,November,22/11/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
67,June,18/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
67,December,09/12/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
67,October,30/10/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",475
67,January,04/01/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",1500
67,February,08/02/2019,FULL TIME,FEMALE,Home,"0 - 1,000",700
67,July,05/07/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
67,May,16/05/2019,UNEMPLOYED,FEMALE,Personal,"5,001 - 10,000",10000
67,December,05/12/2019,RETIRED,FEMALE,Personal,"5,001 - 10,000",10000
67,May,25/05/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
67,April,05/04/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",4000
67,November,01/11/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",5000
67,July,22/07/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
67,June,08/06/2019,RETIRED,Male,Personal,"10,001 - 15,000",12200
67,October,12/10/2019,RETIRED,Male,Car,"5,001 - 10,000",7000
68,March,12/03/2019,RETIRED,FEMALE,Car,"10,001 - 15,000",12200
68,August,29/08/2019,RETIRED,Male,Personal,"1,001 - 5,000",3000
68,August,28/08/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",3000
68,October,14/10/2019,RETIRED,FEMALE,Personal,"5,001 - 10,000",5648
68,June,07/06/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2100
68,April,16/04/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
68,June,14/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
68,May,03/05/2019,RETIRED,Male,Personal,"1,001 - 5,000",5000
68,February,12/02/2019,RETIRED,Male,Car,"0 - 1,000",500
68,June,06/06/2019,RETIRED,Male,Personal,"0 - 1,000",300
68,September,09/09/2019,RETIRED,Male,Personal,"0 - 1,000",200
68,November,23/11/2019,RETIRED,Male,Personal,"0 - 1,000",250
68,November,26/11/2019,RETIRED,Male,Home,"5,001 - 10,000",10000
68,April,16/04/2019,RETIRED,Male,Personal,"5,001 - 10,000",10000
68,April,12/04/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
68,October,17/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
68,December,13/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
68,September,05/09/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",1500
68,June,20/06/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",800
68,October,25/10/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1200
68,April,08/04/2019,RETIRED,FEMALE,Home,"0 - 1,000",300
68,June,21/06/2019,RETIRED,FEMALE,Home,"0 - 1,000",600
68,September,11/09/2019,RETIRED,FEMALE,Home,"0 - 1,000",250
68,May,24/05/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
68,March,27/03/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
68,September,12/09/2019,RETIRED,FEMALE,Home,"5,001 - 10,000",10000
68,July,31/07/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",4500
68,February,12/02/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
68,May,10/05/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",2000
68,April,11/04/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
68,September,26/09/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
68,June,20/06/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",11000
68,October,11/10/2019,RETIRED,FEMALE,Personal,"0 - 1,000",300
68,November,05/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1200
68,May,09/05/2019,RETIRED,Male,Student,"0 - 1,000",800
68,December,09/12/2019,RETIRED,Male,Personal,"0 - 1,000",1000
68,June,20/06/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
68,October,04/10/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
68,June,28/06/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",3000
68,September,28/09/2019,RETIRED,Male,Car,"1,001 - 5,000",4000
69,April,26/04/2019,UNEMPLOYED,FEMALE,Home,"5,001 - 10,000",10000
69,February,13/02/2019,RETIRED,FEMALE,Personal,"0 - 1,000",600
69,December,20/12/2019,RETIRED,Male,Personal,"0 - 1,000",500
69,April,05/04/2019,RETIRED,FEMALE,Personal,"0 - 1,000",460
69,September,27/09/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
69,February,22/02/2019,RETIRED,Male,Home,"0 - 1,000",400
69,May,10/05/2019,RETIRED,Male,Home,"0 - 1,000",400
69,August,15/08/2019,RETIRED,Male,Personal,"0 - 1,000",500
69,December,23/12/2019,RETIRED,Male,Personal,"0 - 1,000",900
69,April,05/04/2019,RETIRED,FEMALE,Car,"0 - 1,000",1000
69,August,31/08/2019,RETIRED,Male,Home,"0 - 1,000",600
69,October,08/10/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",5000
69,March,16/03/2019,RETIRED,FEMALE,Personal,"0 - 1,000",1000
69,July,29/07/2019,RETIRED,Male,Student,"10,001 - 15,000",12000
69,December,18/12/2019,RETIRED,Male,Personal,"0 - 1,000",500
69,April,24/04/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
69,August,12/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",457
69,November,25/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",240
69,December,21/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",150
69,May,11/05/2019,RETIRED,Male,Personal,"0 - 1,000",600
69,October,12/10/2019,RETIRED,Male,Personal,"15,001 - 25,000",19000
69,July,18/07/2019,RETIRED,Male,Personal,"1,001 - 5,000",2000
69,January,25/01/2019,FULL TIME,Male,Car,"10,001 - 15,000",11000
69,August,26/08/2019,RETIRED,Male,Home,"0 - 1,000",800
69,October,14/10/2019,RETIRED,FEMALE,Personal,"10,001 - 15,000",13100
69,July,08/07/2019,UNEMPLOYED,FEMALE,Car,"5,001 - 10,000",6000
69,February,25/02/2019,RETIRED,FEMALE,Car,"5,001 - 10,000",9500
69,March,04/03/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",4000
69,October,31/10/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
69,March,08/03/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
69,August,23/08/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
69,December,13/12/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
69,November,30/11/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
69,January,11/01/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",3000
69,July,03/07/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1200
69,May,15/05/2019,RETIRED,FEMALE,Personal,"0 - 1,000",800
69,July,15/07/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
69,September,27/09/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1200
69,November,27/11/2019,RETIRED,FEMALE,Home,"0 - 1,000",400
69,December,02/12/2019,RETIRED,FEMALE,Personal,"0 - 1,000",1000
69,February,27/02/2019,RETIRED,FEMALE,Home,"0 - 1,000",500
69,January,24/01/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7500
69,February,25/02/2019,RETIRED,Male,Home,"25,001 - 50,000",35000
70,April,17/04/2019,RETIRED,Male,Personal,"10,001 - 15,000",12000
70,April,11/04/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
70,March,20/03/2019,RETIRED,Male,Personal,"1,001 - 5,000",2000
70,August,27/08/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",1500
70,February,14/02/2019,RETIRED,Male,Personal,"0 - 1,000",500
70,August,10/08/2019,RETIRED,Male,Personal,"0 - 1,000",1000
70,October,04/10/2019,RETIRED,Male,Personal,"0 - 1,000",700
70,December,30/12/2019,FULL TIME,Male,Home,"0 - 1,000",400
70,July,09/07/2019,RETIRED,Male,Personal,"0 - 1,000",1000
70,July,10/07/2019,PART TIME,Male,Home,"1,001 - 5,000",1200
70,February,22/02/2019,RETIRED,Male,Personal,"10,001 - 15,000",13000
70,January,07/01/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2500
70,May,15/05/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",1500
70,March,09/03/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
70,November,19/11/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
70,March,12/03/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",3000
70,October,17/10/2019,RETIRED,FEMALE,Car,"0 - 1,000",1000
70,June,15/06/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",4000
70,March,22/03/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
70,May,14/05/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2500
70,January,02/01/2019,HOMEMAKER,FEMALE,Personal,"1,001 - 5,000",4000
70,June,18/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
70,August,08/08/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",5000
70,March,26/03/2019,RETIRED,FEMALE,Car,"10,001 - 15,000",13000
70,January,30/01/2019,RETIRED,FEMALE,Personal,"0 - 1,000",1000
70,January,17/01/2019,RETIRED,FEMALE,Car,"15,001 - 25,000",21500
70,July,04/07/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",1200
70,February,26/02/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
70,September,18/09/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
70,December,13/12/2019,RETIRED,FEMALE,Home,"0 - 1,000",500
70,August,16/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",4500
70,November,23/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",2500
71,July,23/07/2019,FULL TIME,Male,Personal,"25,001 - 50,000",30000
71,April,18/04/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
71,August,15/08/2019,RETIRED,FEMALE,Home,"0 - 1,000",500
71,September,09/09/2019,RETIRED,FEMALE,Personal,"10,001 - 15,000",12000
71,November,22/11/2019,RETIRED,Male,Home,"1,001 - 5,000",5000
71,March,20/03/2019,RETIRED,Male,Car,"10,001 - 15,000",15000
71,April,08/04/2019,RETIRED,Male,Personal,"1,001 - 5,000",3500
71,November,08/11/2019,RETIRED,Male,Car,"1,001 - 5,000",1200
71,February,26/02/2019,RETIRED,Male,Home,"0 - 1,000",500
71,May,07/05/2019,RETIRED,Male,Home,"0 - 1,000",500
71,July,26/07/2019,RETIRED,Male,Home,"0 - 1,000",500
71,November,01/11/2019,RETIRED,Male,Home,"0 - 1,000",800
71,March,25/03/2019,RETIRED,Male,Personal,"0 - 1,000",1000
71,May,10/05/2019,RETIRED,Male,Personal,"0 - 1,000",1000
71,August,23/08/2019,RETIRED,Male,Personal,"0 - 1,000",1000
71,October,18/10/2019,RETIRED,Male,Personal,"0 - 1,000",500
71,December,04/12/2019,RETIRED,Male,Personal,"0 - 1,000",1000
71,December,23/12/2019,RETIRED,Male,Personal,"0 - 1,000",400
71,July,03/07/2019,RETIRED,Male,Personal,"0 - 1,000",400
71,December,16/12/2019,RETIRED,Male,Personal,"0 - 1,000",250
71,August,23/08/2019,RETIRED,Male,Personal,"1,001 - 5,000",3000
71,September,02/09/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1200
71,December,12/12/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",3000
71,October,25/10/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
71,March,04/03/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",4000
71,July,09/07/2019,RETIRED,FEMALE,Personal,"0 - 1,000",300
71,August,30/08/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
71,July,22/07/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",5000
72,October,31/10/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
72,November,21/11/2019,RETIRED,FEMALE,Personal,"0 - 1,000",700
72,January,29/01/2019,FULL TIME,Male,Agri,"10,001 - 15,000",15000
72,February,15/02/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",4000
72,September,10/09/2019,RETIRED,Male,Personal,"1,001 - 5,000",2000
72,August,09/08/2019,RETIRED,Male,Personal,"0 - 1,000",800
72,August,27/08/2019,RETIRED,FEMALE,Personal,"0 - 1,000",1000
72,March,22/03/2019,PART TIME,Male,Personal,"1,001 - 5,000",1500
72,November,22/11/2019,PART TIME,Male,Personal,"0 - 1,000",1000
72,May,31/05/2019,RETIRED,Male,Car,"0 - 1,000",130
72,August,24/08/2019,RETIRED,Male,Personal,"0 - 1,000",100
72,March,13/03/2019,RETIRED,Male,Personal,"1,001 - 5,000",2000
72,May,03/05/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
72,November,20/11/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
72,May,16/05/2019,RETIRED,FEMALE,Car,"0 - 1,000",400
72,September,28/09/2019,RETIRED,FEMALE,Home,"0 - 1,000",400
72,October,23/10/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
72,March,08/03/2019,RETIRED,FEMALE,Personal,"0 - 1,000",1000
72,August,24/08/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
72,July,19/07/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",1500
72,July,04/07/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
72,February,22/02/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
72,May,10/05/2019,RETIRED,FEMALE,Personal,"0 - 1,000",500
72,May,10/05/2019,RETIRED,FEMALE,Personal,"0 - 1,000",200
72,November,08/11/2019,RETIRED,FEMALE,Personal,"0 - 1,000",227
72,August,12/08/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1348.91
72,January,29/01/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",700
72,May,23/05/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",500
73,March,06/03/2019,RETIRED,FEMALE,Personal,"5,001 - 10,000",6000
73,June,05/06/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",3500
73,March,04/03/2019,RETIRED,Male,Personal,"0 - 1,000",350
73,August,23/08/2019,RETIRED,Male,Personal,"0 - 1,000",500
73,October,17/10/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1200
73,November,01/11/2019,RETIRED,Male,Personal,"1,001 - 5,000",3000
73,November,22/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",2500
73,February,11/02/2019,RETIRED,Male,Home,"0 - 1,000",300
73,June,06/06/2019,RETIRED,Male,Home,"0 - 1,000",500
73,August,21/08/2019,RETIRED,Male,Home,"0 - 1,000",250
73,December,03/12/2019,RETIRED,Male,Car,"0 - 1,000",700
73,February,27/02/2019,RETIRED,Male,Personal,"1,001 - 5,000",1300
73,January,31/01/2019,RETIRED,Male,Personal,"5,001 - 10,000",10000
73,July,15/07/2019,RETIRED,Male,Home,"25,001 - 50,000",40000
73,February,13/02/2019,RETIRED,Male,Personal,"1,001 - 5,000",3000
73,February,15/02/2019,RETIRED,Male,Personal,"1,001 - 5,000",2000
73,June,28/06/2019,RETIRED,Male,Personal,"0 - 1,000",500
73,July,12/07/2019,RETIRED,Male,Personal,"0 - 1,000",1000
73,March,07/03/2019,HOMEMAKER,FEMALE,Home,"5,001 - 10,000",6000
73,June,21/06/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",1200
73,January,09/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
73,May,29/05/2019,RETIRED,FEMALE,Home,"0 - 1,000",400
73,April,03/04/2019,RETIRED,FEMALE,Personal,"10,001 - 15,000",13000
73,April,23/04/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",4000
73,September,09/09/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
73,September,02/09/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",5000
73,March,21/03/2019,RETIRED,FEMALE,Personal,"0 - 1,000",1000
73,September,19/09/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
73,June,19/06/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",3000
73,November,16/11/2019,RETIRED,FEMALE,Home,"0 - 1,000",1000
73,November,26/11/2019,RETIRED,Male,Personal,"0 - 1,000",100
73,December,14/12/2019,RETIRED,Male,Personal,"10,001 - 15,000",15000
74,December,13/12/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",3000
